state,municipality,cve_ent,cve_mun
Oaxaca,Santo Domingo de Morelos,20,509
Oaxaca,Santo Domingo Ixcatlán,20,510
Oaxaca,Santo Domingo Nuxaá,20,511
Oaxaca,Santo Domingo Ozolotepec,20,512
Oaxaca,Santo Domingo Petapa,20,513
Oaxaca,Santo Domingo Roayaga,20,514
Oaxaca,Santo Domingo Tehuantepec,20,515
Oaxaca,Santo Domingo Teojomulco,20,516
Oaxaca,Santo Domingo Tepuxtepec,20,517
Oaxaca,Santo Domingo Tlatayápam,20,518
Oaxaca,Santo Domingo Tomaltepec,20,519
Oaxaca,Santo Domingo Tonalá,20,520
Oaxaca,Santo Domingo Tonaltepec,20,521
Oaxaca,Santo Domingo Xagacía,20,522
Oaxaca,Santo Domingo Yanhuitlán,20,523
Oaxaca,Santo Domingo Yodohino,20,524
Oaxaca,Santo Domingo Zanatepec,20,525
Oaxaca,Santos Reyes Nopala,20,526
Oaxaca,Santos Reyes Pápalo,20,527
Oaxaca,Santos Reyes Tepejillo,20,528
Oaxaca,Santos Reyes Yucuná,20,529
Oaxaca,Santo Tomás Jalieza,20,530
Oaxaca,Santo Tomás Mazaltepec,20,531
Oaxaca,Santo Tomás Ocotepec,20,532
Oaxaca,Santo Tomás Tamazulapan,20,533
Oaxaca,San Vicente Coatlán,20,534
Oaxaca,San Vicente Lachixío,20,535
Oaxaca,San Vicente Nuñú,20,536
Oaxaca,Silacayoápam,20,537
Oaxaca,Sitio de Xitlapehua,20,538
Oaxaca,Soledad Etla,20,539
Oaxaca,Villa de Tamazulápam del Progreso,20,540
Oaxaca,Tanetze de Zaragoza,20,541
Oaxaca,Taniche,20,542
Oaxaca,Tataltepec de Valdés,20,543
Oaxaca,Teococuilco de Marcos Pérez,20,544
Oaxaca,Teotitlán de Flores Magón,20,545
Oaxaca,Teotitlán del Valle,20,546
Oaxaca,Teotongo,20,547
Oaxaca,Tepelmeme Villa de Morelos,20,548
Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",20,549
Oaxaca,San Jerónimo Tlacochahuaya,20,550
Oaxaca,Tlacolula de Matamoros,20,551
Oaxaca,Tlacotepec Plumas,20,552
Oaxaca,Tlalixtac de Cabrera,20,553
Oaxaca,Totontepec Villa de Morelos,20,554
Oaxaca,Trinidad Zaachila,20,555
Oaxaca,La Trinidad Vista Hermosa,20,556
Oaxaca,Unión Hidalgo,20,557
Oaxaca,Valerio Trujano,20,558
Oaxaca,San Juan Bautista Valle Nacional,20,559
Oaxaca,Villa Díaz Ordaz,20,560
Oaxaca,Yaxe,20,561
Oaxaca,Magdalena Yodocono de Porfirio Díaz,20,562
Oaxaca,Yogana,20,563
Oaxaca,Yutanduchi de Guerrero,20,564
Oaxaca,Villa de Zaachila,20,565
Oaxaca,San Mateo Yucutindoo,20,566
Oaxaca,Zapotitlán Lagunas,20,567
Oaxaca,Zapotitlán Palmas,20,568
Oaxaca,Santa Inés de Zaragoza,20,569
Oaxaca,Zimatlán de Álvarez,20,570
Puebla,Acajete,21,001
Puebla,Acateno,21,002
Puebla,Acatlán,21,003
Puebla,Acatzingo,21,004
Puebla,Acteopan,21,005
Puebla,Ahuacatlán,21,006
Puebla,Ahuatlán,21,007
Puebla,Ahuazotepec,21,008
Puebla,Ahuehuetitla,21,009
Puebla,Ajalpan,21,010
Puebla,Albino Zertuche,21,011
Puebla,Aljojuca,21,012
Puebla,Altepexi,21,013
Puebla,Amixtlán,21,014
Puebla,Amozoc,21,015
Puebla,Aquixtla,21,016
Puebla,Atempan,21,017
Puebla,Atexcal,21,018
Puebla,Atlixco,21,019
Puebla,Atoyatempan,21,020
Puebla,Atzala,21,021
Puebla,Atzitzihuacán,21,022
Puebla,Atzitzintla,21,023
Puebla,Axutla,21,024
Puebla,Ayotoxco de Guerrero,21,025
Puebla,Calpan,21,026
Puebla,Caltepec,21,027
Puebla,Camocuautla,21,028
Puebla,Caxhuacan,21,029
Puebla,Coatepec,21,030
Puebla,Coatzingo,21,031
Puebla,Cohetzala,21,032
Puebla,Cohuecan,21,033
Puebla,Coronango,21,034
Puebla,Coxcatlán,21,035
Puebla,Coyomeapan,21,036
Puebla,Coyotepec,21,037
Puebla,Cuapiaxtla de Madero,21,038
Puebla,Cuautempan,21,039
Puebla,Cuautinchán,21,040
Puebla,Cuautlancingo,21,041
Puebla,Cuayuca de Andrade,21,042
Puebla,Cuetzalan del Progreso,21,043
Puebla,Cuyoaco,21,044
Puebla,Chalchicomula de Sesma,21,045
Puebla,Chapulco,21,046
Puebla,Chiautla,21,047
Puebla,Chiautzingo,21,048
Puebla,Chiconcuautla,21,049
Puebla,Chichiquila,21,050
Puebla,Chietla,21,051
Puebla,Chigmecatitlán,21,052
Puebla,Chignahuapan,21,053
Puebla,Chignautla,21,054
Puebla,Chila,21,055
Puebla,Chila de la Sal,21,056
Puebla,Honey,21,057
Puebla,Chilchotla,21,058
Puebla,Chinantla,21,059
Puebla,Domingo Arenas,21,060
Puebla,Eloxochitlán,21,061
Puebla,Epatlán,21,062
Puebla,Esperanza,21,063
Puebla,Francisco Z. Mena,21,064
Puebla,General Felipe Ángeles,21,065
Puebla,Guadalupe,21,066
Puebla,Guadalupe Victoria,21,067
Puebla,Hermenegildo Galeana,21,068
Puebla,Huaquechula,21,069
Puebla,Huatlatlauca,21,070
Puebla,Huauchinango,21,071
Puebla,Huehuetla,21,072
Puebla,Huehuetlán el Chico,21,073
Puebla,Huejotzingo,21,074
Puebla,Hueyapan,21,075
Puebla,Hueytamalco,21,076
Puebla,Hueytlalpan,21,077
Puebla,Huitzilan de Serdán,21,078
Puebla,Huitziltepec,21,079
Puebla,Atlequizayan,21,080
Puebla,Ixcamilpa de Guerrero,21,081
Puebla,Ixcaquixtla,21,082
Puebla,Ixtacamaxtitlán,21,083
Puebla,Ixtepec,21,084
Puebla,Izúcar de Matamoros,21,085
Puebla,Jalpan,21,086
Puebla,Jolalpan,21,087
Puebla,Jonotla,21,088
Puebla,Jopala,21,089
Puebla,Juan C. Bonilla,21,090
Puebla,Juan Galindo,21,091
Puebla,Juan N. Méndez,21,092
Puebla,Lafragua,21,093
Puebla,Libres,21,094
Puebla,La Magdalena Tlatlauquitepec,21,095
Puebla,Mazapiltepec de Juárez,21,096
Puebla,Mixtla,21,097
Puebla,Molcaxac,21,098
Puebla,Cañada Morelos,21,099
Puebla,Naupan,21,100
Puebla,Nauzontla,21,101
Puebla,Nealtican,21,102
Puebla,Nicolás Bravo,21,103
Puebla,Nopalucan,21,104
Puebla,Ocotepec,21,105
Puebla,Ocoyucan,21,106
Puebla,Olintla,21,107
Puebla,Oriental,21,108
Puebla,Pahuatlán,21,109
Puebla,Palmar de Bravo,21,110
Puebla,Pantepec,21,111
Puebla,Petlalcingo,21,112
Puebla,Piaxtla,21,113
Puebla,Puebla,21,114
Puebla,Quecholac,21,115
Puebla,Quimixtlán,21,116
Puebla,Rafael Lara Grajales,21,117
Puebla,Los Reyes de Juárez,21,118
Puebla,San Andrés Cholula,21,119
Puebla,San Antonio Cañada,21,120
Puebla,San Diego la Mesa Tochimiltzingo,21,121
Puebla,San Felipe Teotlalcingo,21,122
Puebla,San Felipe Tepatlán,21,123
Puebla,San Gabriel Chilac,21,124
Puebla,San Gregorio Atzompa,21,125
Puebla,San Jerónimo Tecuanipan,21,126
Puebla,San Jerónimo Xayacatlán,21,127
Puebla,San José Chiapa,21,128
Puebla,San José Miahuatlán,21,129
Puebla,San Juan Atenco,21,130
Puebla,San Juan Atzompa,21,131
Puebla,San Martín Texmelucan,21,132
Puebla,San Martín Totoltepec,21,133
Puebla,San Matías Tlalancaleca,21,134
Puebla,San Miguel Ixitlán,21,135
Puebla,San Miguel Xoxtla,21,136
Puebla,San Nicolás Buenos Aires,21,137
Puebla,San Nicolás de los Ranchos,21,138
Puebla,San Pablo Anicano,21,139
Puebla,San Pedro Cholula,21,140
Puebla,San Pedro Yeloixtlahuaca,21,141
Puebla,San Salvador el Seco,21,142
Puebla,San Salvador el Verde,21,143
Puebla,San Salvador Huixcolotla,21,144
Puebla,San Sebastián Tlacotepec,21,145
Puebla,Santa Catarina Tlaltempan,21,146
Puebla,Santa Inés Ahuatempan,21,147
Puebla,Santa Isabel Cholula,21,148
Puebla,Santiago Miahuatlán,21,149
Puebla,Huehuetlán el Grande,21,150
Puebla,Santo Tomás Hueyotlipan,21,151
Puebla,Soltepec,21,152
Puebla,Tecali de Herrera,21,153
Puebla,Tecamachalco,21,154
Puebla,Tecomatlán,21,155
Puebla,Tehuacán,21,156
Puebla,Tehuitzingo,21,157
Puebla,Tenampulco,21,158
Puebla,Teopantlán,21,159
Puebla,Teotlalco,21,160
Puebla,Tepanco de López,21,161
Puebla,Tepango de Rodríguez,21,162
Puebla,Tepatlaxco de Hidalgo,21,163
Puebla,Tepeaca,21,164
Puebla,Tepemaxalco,21,165
Puebla,Tepeojuma,21,166
Puebla,Tepetzintla,21,167
Puebla,Tepexco,21,168
Puebla,Tepexi de Rodríguez,21,169
Puebla,Tepeyahualco,21,170
Puebla,Tepeyahualco de Cuauhtémoc,21,171
Puebla,Tetela de Ocampo,21,172
Puebla,Teteles de Avila Castillo,21,173
Puebla,Teziutlán,21,174
Puebla,Tianguismanalco,21,175
Puebla,Tilapa,21,176
Puebla,Tlacotepec de Benito Juárez,21,177
Puebla,Tlacuilotepec,21,178
Puebla,Tlachichuca,21,179
Puebla,Tlahuapan,21,180
Puebla,Tlaltenango,21,181
Puebla,Tlanepantla,21,182
Puebla,Tlaola,21,183
Puebla,Tlapacoya,21,184
Puebla,Tlapanalá,21,185
Puebla,Tlatlauquitepec,21,186
Puebla,Tlaxco,21,187
Puebla,Tochimilco,21,188
Puebla,Tochtepec,21,189
Puebla,Totoltepec de Guerrero,21,190
Puebla,Tulcingo,21,191
Puebla,Tuzamapan de Galeana,21,192
Puebla,Tzicatlacoyan,21,193
Puebla,Venustiano Carranza,21,194
Puebla,Vicente Guerrero,21,195
Puebla,Xayacatlán de Bravo,21,196
Puebla,Xicotepec,21,197
Puebla,Xicotlán,21,198
Puebla,Xiutetelco,21,199
Puebla,Xochiapulco,21,200
Puebla,Xochiltepec,21,201
Puebla,Xochitlán de Vicente Suárez,21,202
Puebla,Xochitlán Todos Santos,21,203
Puebla,Yaonáhuac,21,204
Puebla,Yehualtepec,21,205
Puebla,Zacapala,21,206
Puebla,Zacapoaxtla,21,207
Puebla,Zacatlán,21,208
Puebla,Zapotitlán,21,209
Puebla,Zapotitlán de Méndez,21,210
Puebla,Zaragoza,21,211
Puebla,Zautla,21,212
Puebla,Zihuateutla,21,213
Puebla,Zinacatepec,21,214
Puebla,Zongozotla,21,215
Puebla,Zoquiapan,21,216
Puebla,Zoquitlán,21,217
Querétaro,Amealco de Bonfil,22,001
Querétaro,Pinal de Amoles,22,002
Querétaro,Arroyo Seco,22,003
Querétaro,Cadereyta de Montes,22,004
Querétaro,Colón,22,005
Querétaro,Corregidora,22,006
Querétaro,Ezequiel Montes,22,007
Querétaro,Huimilpan,22,008
Querétaro,Jalpan de Serra,22,009
Querétaro,Landa de Matamoros,22,010
Querétaro,El Marqués,22,011
Querétaro,Pedro Escobedo,22,012
Querétaro,Peñamiller,22,013
Querétaro,Querétaro,22,014
Querétaro,San Joaquín,22,015
Querétaro,San Juan del Río,22,016
Querétaro,Tequisquiapan,22,017
Querétaro,Tolimán,22,018
Quintana Roo,Cozumel,23,001
Quintana Roo,Felipe Carrillo Puerto,23,002
Quintana Roo,Isla Mujeres,23,003
Quintana Roo,Othón P. Blanco,23,004
Quintana Roo,Benito Juárez,23,005
Quintana Roo,José María Morelos,23,006
Quintana Roo,Lázaro Cárdenas,23,007
Quintana Roo,Solidaridad,23,008
Quintana Roo,Tulum,23,009
Quintana Roo,Bacalar,23,010
Quintana Roo,Puerto Morelos,23,011
San Luis Potosí,Ahualulco,24,001
San Luis Potosí,Alaquines,24,002
San Luis Potosí,Aquismón,24,003
San Luis Potosí,Armadillo de los Infante,24,004
San Luis Potosí,Cárdenas,24,005
San Luis Potosí,Catorce,24,006
San Luis Potosí,Cedral,24,007
San Luis Potosí,Cerritos,24,008
San Luis Potosí,Cerro de San Pedro,24,009
San Luis Potosí,Ciudad del Maíz,24,010
San Luis Potosí,Ciudad Fernández,24,011
San Luis Potosí,Tancanhuitz,24,012
San Luis Potosí,Ciudad Valles,24,013
San Luis Potosí,Coxcatlán,24,014
San Luis Potosí,Charcas,24,015
San Luis Potosí,Ebano,24,016
San Luis Potosí,Guadalcázar,24,017
San Luis Potosí,Huehuetlán,24,018
San Luis Potosí,Lagunillas,24,019
San Luis Potosí,Matehuala,24,020
San Luis Potosí,Mexquitic de Carmona,24,021
San Luis Potosí,Moctezuma,24,022
San Luis Potosí,Rayón,24,023
San Luis Potosí,Rioverde,24,024
San Luis Potosí,Salinas,24,025
San Luis Potosí,San Antonio,24,026
San Luis Potosí,San Ciro de Acosta,24,027
San Luis Potosí,San Luis Potosí,24,028
San Luis Potosí,San Martín Chalchicuautla,24,029
San Luis Potosí,San Nicolás Tolentino,24,030
San Luis Potosí,Santa Catarina,24,031
San Luis Potosí,Santa María del Río,24,032
San Luis Potosí,Santo Domingo,24,033
San Luis Potosí,San Vicente Tancuayalab,24,034
San Luis Potosí,Soledad de Graciano Sánchez,24,035
San Luis Potosí,Tamasopo,24,036
San Luis Potosí,Tamazunchale,24,037
San Luis Potosí,Tampacán,24,038
San Luis Potosí,Tampamolón Corona,24,039
San Luis Potosí,Tamuín,24,040
San Luis Potosí,Tanlajás,24,041
San Luis Potosí,Tanquián de Escobedo,24,042
San Luis Potosí,Tierra Nueva,24,043
San Luis Potosí,Vanegas,24,044
San Luis Potosí,Venado,24,045
San Luis Potosí,Villa de Arriaga,24,046
San Luis Potosí,Villa de Guadalupe,24,047
San Luis Potosí,Villa de la Paz,24,048
San Luis Potosí,Villa de Ramos,24,049
San Luis Potosí,Villa de Reyes,24,050
San Luis Potosí,Villa Hidalgo,24,051
San Luis Potosí,Villa Juárez,24,052
San Luis Potosí,Axtla de Terrazas,24,053
San Luis Potosí,Xilitla,24,054
San Luis Potosí,Zaragoza,24,055
San Luis Potosí,Villa de Arista,24,056
San Luis Potosí,Matlapa,24,057
San Luis Potosí,El Naranjo,24,058
Sinaloa,Ahome,25,001
Sinaloa,Angostura,25,002
Sinaloa,Badiraguato,25,003
Sinaloa,Concordia,25,004
Sinaloa,Cosalá,25,005
Sinaloa,Culiacán,25,006
Sinaloa,Choix,25,007
Sinaloa,Elota,25,008
Sinaloa,Escuinapa,25,009
Sinaloa,El Fuerte,25,010
Sinaloa,Guasave,25,011
Sinaloa,Mazatlán,25,012
Sinaloa,Mocorito,25,013
Sinaloa,Rosario,25,014
Sinaloa,Salvador Alvarado,25,015
Sinaloa,San Ignacio,25,016
Sinaloa,Sinaloa,25,017
Sinaloa,Navolato,25,018
Sonora,Aconchi,26,001
Sonora,Agua Prieta,26,002
Sonora,Alamos,26,003
Sonora,Altar,26,004
Sonora,Arivechi,26,005
Sonora,Arizpe,26,006
Sonora,Atil,26,007
Sonora,Bacadéhuachi,26,008
Sonora,Bacanora,26,009
Sonora,Bacerac,26,010
Sonora,Bacoachi,26,011
Sonora,Bácum,26,012
Sonora,Banámichi,26,013
Sonora,Baviácora,26,014
Sonora,Bavispe,26,015
Sonora,Benjamín Hill,26,016
Sonora,Caborca,26,017
Sonora,Cajeme,26,018
Sonora,Cananea,26,019
Sonora,Carbó,26,020
Sonora,La Colorada,26,021
Sonora,Cucurpe,26,022
Sonora,Cumpas,26,023
Sonora,Divisaderos,26,024
Sonora,Empalme,26,025
Sonora,Etchojoa,26,026
Sonora,Fronteras,26,027
Sonora,Granados,26,028
Sonora,Guaymas,26,029
Sonora,Hermosillo,26,030
Sonora,Huachinera,26,031
Sonora,Huásabas,26,032
Sonora,Huatabampo,26,033
Sonora,Huépac,26,034
Sonora,Imuris,26,035
Sonora,Magdalena,26,036
Sonora,Mazatán,26,037
Sonora,Moctezuma,26,038
Sonora,Naco,26,039
Sonora,Nácori Chico,26,040
Sonora,Nacozari de García,26,041
Sonora,Navojoa,26,042
Sonora,Nogales,26,043
Sonora,Onavas,26,044
Sonora,Opodepe,26,045
Sonora,Oquitoa,26,046
Sonora,Pitiquito,26,047
Sonora,Puerto Peñasco,26,048
Sonora,Quiriego,26,049
Sonora,Rayón,26,050
Sonora,Rosario,26,051
Sonora,Sahuaripa,26,052
Sonora,San Felipe de Jesús,26,053
Sonora,San Javier,26,054
Sonora,San Luis Río Colorado,26,055
Sonora,San Miguel de Horcasitas,26,056
Sonora,San Pedro de la Cueva,26,057
Sonora,Santa Ana,26,058
Sonora,Santa Cruz,26,059
Sonora,Sáric,26,060
Sonora,Soyopa,26,061
Sonora,Suaqui Grande,26,062
Sonora,Tepache,26,063
Sonora,Trincheras,26,064
Sonora,Tubutama,26,065
Sonora,Ures,26,066
Sonora,Villa Hidalgo,26,067
Sonora,Villa Pesqueira,26,068
Sonora,Yécora,26,069
Sonora,General Plutarco Elías Calles,26,070
Sonora,Benito Juárez,26,071
Sonora,San Ignacio Río Muerto,26,072
Tabasco,Balancán,27,001
Tabasco,Cárdenas,27,002
Tabasco,Centla,27,003
Tabasco,Centro,27,004
Tabasco,Comalcalco,27,005
Tabasco,Cunduacán,27,006
Tabasco,Emiliano Zapata,27,007
Tabasco,Huimanguillo,27,008
Tabasco,Jalapa,27,009
Tabasco,Jalpa de Méndez,27,010
Tabasco,Jonuta,27,011
Tabasco,Macuspana,27,012
Tabasco,Nacajuca,27,013
Tabasco,Paraíso,27,014
Tabasco,Tacotalpa,27,015
Tabasco,Teapa,27,016
Tabasco,Tenosique,27,017
Tamaulipas,Abasolo,28,001
Tamaulipas,Aldama,28,002
Tamaulipas,Altamira,28,003
Tamaulipas,Antiguo Morelos,28,004
Tamaulipas,Burgos,28,005
Tamaulipas,Bustamante,28,006
Tamaulipas,Camargo,28,007
Tamaulipas,Casas,28,008
Tamaulipas,Ciudad Madero,28,009
Tamaulipas,Cruillas,28,010
Tamaulipas,Gómez Farías,28,011
Tamaulipas,González,28,012
Tamaulipas,Güémez,28,013
Tamaulipas,Guerrero,28,014
Tamaulipas,Gustavo Díaz Ordaz,28,015
Tamaulipas,Hidalgo,28,016
Tamaulipas,Jaumave,28,017
Tamaulipas,Jiménez,28,018
Tamaulipas,Llera,28,019
Tamaulipas,Mainero,28,020
Tamaulipas,El Mante,28,021
Tamaulipas,Matamoros,28,022
Tamaulipas,Méndez,28,023
Tamaulipas,Mier,28,024
Tamaulipas,Miguel Alemán,28,025
Tamaulipas,Miquihuana,28,026
Tamaulipas,Nuevo Laredo,28,027
Tamaulipas,Nuevo Morelos,28,028
Tamaulipas,Ocampo,28,029
Tamaulipas,Padilla,28,030
Tamaulipas,Palmillas,28,031
Tamaulipas,Reynosa,28,032
Tamaulipas,Río Bravo,28,033
Tamaulipas,San Carlos,28,034
Tamaulipas,San Fernando,28,035
Tamaulipas,San Nicolás,28,036
Tamaulipas,Soto la Marina,28,037
Tamaulipas,Tampico,28,038
Tamaulipas,Tula,28,039
Tamaulipas,Valle Hermoso,28,040
Tamaulipas,Victoria,28,041
Tamaulipas,Villagrán,28,042
Tamaulipas,Xicoténcatl,28,043
Tlaxcala,Amaxac de Guerrero,29,001
Tlaxcala,Apetatitlán de Antonio Carvajal,29,002
Tlaxcala,Atlangatepec,29,003
Tlaxcala,Atltzayanca,29,004
Tlaxcala,Apizaco,29,005
Tlaxcala,Calpulalpan,29,006
Tlaxcala,El Carmen Tequexquitla,29,007
Tlaxcala,Cuapiaxtla,29,008
Tlaxcala,Cuaxomulco,29,009
Tlaxcala,Chiautempan,29,010
Tlaxcala,Muñoz de Domingo Arenas,29,011
Tlaxcala,Españita,29,012
Tlaxcala,Huamantla,29,013
Tlaxcala,Hueyotlipan,29,014
Tlaxcala,Ixtacuixtla de Mariano Matamoros,29,015
Tlaxcala,Ixtenco,29,016
Tlaxcala,Mazatecochco de José María Morelos,29,017
Tlaxcala,Contla de Juan Cuamatzi,29,018
Tlaxcala,Tepetitla de Lardizábal,29,019
Tlaxcala,Sanctórum de Lázaro Cárdenas,29,020
Tlaxcala,Nanacamilpa de Mariano Arista,29,021
Tlaxcala,Acuamanala de Miguel Hidalgo,29,022
Tlaxcala,Natívitas,29,023
Tlaxcala,Panotla,29,024
Tlaxcala,San Pablo del Monte,29,025
Tlaxcala,Santa Cruz Tlaxcala,29,026
Tlaxcala,Tenancingo,29,027
Tlaxcala,Teolocholco,29,028
Tlaxcala,Tepeyanco,29,029
Tlaxcala,Terrenate,29,030
Tlaxcala,Tetla de la Solidaridad,29,031
Tlaxcala,Tetlatlahuca,29,032
Tlaxcala,Tlaxcala,29,033
Tlaxcala,Tlaxco,29,034
Tlaxcala,Tocatlán,29,035
Tlaxcala,Totolac,29,036
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,29,037
Tlaxcala,Tzompantepec,29,038
Tlaxcala,Xaloztoc,29,039
Tlaxcala,Xaltocan,29,040
Tlaxcala,Papalotla de Xicohténcatl,29,041
Tlaxcala,Xicohtzinco,29,042
Tlaxcala,Yauhquemehcan,29,043
Tlaxcala,Zacatelco,29,044
Tlaxcala,Benito Juárez,29,045
Tlaxcala,Emiliano Zapata,29,046
Tlaxcala,Lázaro Cárdenas,29,047
Tlaxcala,La Magdalena Tlaltelulco,29,048
Tlaxcala,San Damián Texóloc,29,049
Tlaxcala,San Francisco Tetlanohcan,29,050
Tlaxcala,San Jerónimo Zacualpan,29,051
Tlaxcala,San José Teacalco,29,052
Tlaxcala,San Juan Huactzinco,29,053
Tlaxcala,San Lorenzo Axocomanitla,29,054
Tlaxcala,San Lucas Tecopilco,29,055
Tlaxcala,Santa Ana Nopalucan,29,056
Tlaxcala,Santa Apolonia Teacalco,29,057
Tlaxcala,Santa Catarina Ayometla,29,058
Tlaxcala,Santa Cruz Quilehtla,29,059
Tlaxcala,Santa Isabel Xiloxoxtla,29,060
Veracruz de Ignacio de la Llave,Acajete,30,001
Veracruz de Ignacio de la Llave,Acatlán,30,002
Veracruz de Ignacio de la Llave,Acayucan,30,003
Veracruz de Ignacio de la Llave,Actopan,30,004
Veracruz de Ignacio de la Llave,Acula,30,005
Veracruz de Ignacio de la Llave,Acultzingo,30,006
Veracruz de Ignacio de la Llave,Camarón de Tejeda,30,007
Veracruz de Ignacio de la Llave,Alpatláhuac,30,008
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,30,009
Veracruz de Ignacio de la Llave,Altotonga,30,010
Veracruz de Ignacio de la Llave,Alvarado,30,011
Veracruz de Ignacio de la Llave,Amatitlán,30,012
Veracruz de Ignacio de la Llave,Naranjos Amatlán,30,013
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,30,014
Veracruz de Ignacio de la Llave,Angel R. Cabada,30,015
Veracruz de Ignacio de la Llave,La Antigua,30,016
Veracruz de Ignacio de la Llave,Apazapan,30,017
Veracruz de Ignacio de la Llave,Aquila,30,018
Veracruz de Ignacio de la Llave,Astacinga,30,019
Veracruz de Ignacio de la Llave,Atlahuilco,30,020
Veracruz de Ignacio de la Llave,Atoyac,30,021
Veracruz de Ignacio de la Llave,Atzacan,30,022
Veracruz de Ignacio de la Llave,Atzalan,30,023
Veracruz de Ignacio de la Llave,Tlaltetela,30,024
Veracruz de Ignacio de la Llave,Ayahualulco,30,025
Veracruz de Ignacio de la Llave,Banderilla,30,026
Veracruz de Ignacio de la Llave,Benito Juárez,30,027
Veracruz de Ignacio de la Llave,Boca del Río,30,028
Veracruz de Ignacio de la Llave,Calcahualco,30,029
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,30,030
Veracruz de Ignacio de la Llave,Carrillo Puerto,30,031
Veracruz de Ignacio de la Llave,Catemaco,30,032
Veracruz de Ignacio de la Llave,Cazones de Herrera,30,033
Veracruz de Ignacio de la Llave,Cerro Azul,30,034
Veracruz de Ignacio de la Llave,Citlaltépetl,30,035
Veracruz de Ignacio de la Llave,Coacoatzintla,30,036
Veracruz de Ignacio de la Llave,Coahuitlán,30,037
Veracruz de Ignacio de la Llave,Coatepec,30,038
Veracruz de Ignacio de la Llave,Coatzacoalcos,30,039
Veracruz de Ignacio de la Llave,Coatzintla,30,040
Veracruz de Ignacio de la Llave,Coetzala,30,041
Veracruz de Ignacio de la Llave,Colipa,30,042
Veracruz de Ignacio de la Llave,Comapa,30,043
Veracruz de Ignacio de la Llave,Córdoba,30,044
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,30,045
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,30,046
Veracruz de Ignacio de la Llave,Coscomatepec,30,047
Veracruz de Ignacio de la Llave,Cosoleacaque,30,048
Veracruz de Ignacio de la Llave,Cotaxtla,30,049
Veracruz de Ignacio de la Llave,Coxquihui,30,050
Veracruz de Ignacio de la Llave,Coyutla,30,051
Veracruz de Ignacio de la Llave,Cuichapa,30,052
Veracruz de Ignacio de la Llave,Cuitláhuac,30,053
Veracruz de Ignacio de la Llave,Chacaltianguis,30,054
Veracruz de Ignacio de la Llave,Chalma,30,055
Veracruz de Ignacio de la Llave,Chiconamel,30,056
Veracruz de Ignacio de la Llave,Chiconquiaco,30,057
Veracruz de Ignacio de la Llave,Chicontepec,30,058
Veracruz de Ignacio de la Llave,Chinameca,30,059
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,30,060
Veracruz de Ignacio de la Llave,Las Choapas,30,061
Veracruz de Ignacio de la Llave,Chocamán,30,062
Veracruz de Ignacio de la Llave,Chontla,30,063
Veracruz de Ignacio de la Llave,Chumatlán,30,064
Veracruz de Ignacio de la Llave,Emiliano Zapata,30,065
Veracruz de Ignacio de la Llave,Espinal,30,066
Veracruz de Ignacio de la Llave,Filomeno Mata,30,067
Veracruz de Ignacio de la Llave,Fortín,30,068
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,30,069
Veracruz de Ignacio de la Llave,Hidalgotitlán,30,070
Veracruz de Ignacio de la Llave,Huatusco,30,071
Veracruz de Ignacio de la Llave,Huayacocotla,30,072
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,30,073
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,30,074
Veracruz de Ignacio de la Llave,Ignacio de la Llave,30,075
Veracruz de Ignacio de la Llave,Ilamatlán,30,076
Veracruz de Ignacio de la Llave,Isla,30,077
Veracruz de Ignacio de la Llave,Ixcatepec,30,078
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,30,079
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,30,080
Veracruz de Ignacio de la Llave,Ixhuatlancillo,30,081
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,30,082
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,30,083
Veracruz de Ignacio de la Llave,Ixmatlahuacan,30,084
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,30,085
Veracruz de Ignacio de la Llave,Jalacingo,30,086
Veracruz de Ignacio de la Llave,Xalapa,30,087
Veracruz de Ignacio de la Llave,Jalcomulco,30,088
Veracruz de Ignacio de la Llave,Jáltipan,30,089
Veracruz de Ignacio de la Llave,Jamapa,30,090
Veracruz de Ignacio de la Llave,Jesús Carranza,30,091
Veracruz de Ignacio de la Llave,Xico,30,092
Veracruz de Ignacio de la Llave,Jilotepec,30,093
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,30,094
Veracruz de Ignacio de la Llave,Juchique de Ferrer,30,095
Veracruz de Ignacio de la Llave,Landero y Coss,30,096
Veracruz de Ignacio de la Llave,Lerdo de Tejada,30,097
Veracruz de Ignacio de la Llave,Magdalena,30,098
